Actual,Predicted
48.677974700927734,48.645863
48.5544548034668,48.394363
50.61065673828125,48.182995
49.104225158691406,48.12217
48.859615325927734,48.105927
50.012447357177734,48.10969
50.944889068603516,48.183952
50.94730758666992,48.35648
51.49949645996094,48.59666
51.45590591430665,48.90373
49.07758712768555,49.24167
50.01002883911133,49.457478
49.445716857910156,49.608444
49.77751541137695,49.669113
50.62034606933594,49.674675
50.55494689941407,49.68408
49.818695068359375,49.697346
50.66394424438477,49.677563
51.65449523925781,49.67755
51.64966201782227,49.746216
51.87004852294922,49.867115
52.482791900634766,50.03415
54.15148925781251,50.258923
54.030391693115234,50.60312
52.979278564453125,51.015923
53.25780487060547,51.40244
53.451553344726555,51.756474
53.95289611816406,52.072105
53.51453399658203,52.365963
52.73225021362305,52.604435
52.972023010253906,52.745823
52.72014617919922,52.81599
53.5314826965332,52.814777
53.25539016723633,52.803272
52.99623489379883,52.773506
54.243526458740234,52.720215
54.39368438720703,52.718296
53.030147552490234,52.766724
53.48061752319337,52.781094
54.97978210449218,52.789227
54.99188995361328,52.86926
54.34766387939453,53.003307
54.98463821411133,53.13874
55.72572708129883,53.299072
57.20794296264648,53.5075
57.1255989074707,53.820557
56.99238586425781,54.194782
56.76231002807617,54.58806
56.98270416259765,54.958885
57.256378173828125,55.299923
58.249359130859375,55.611504
58.11614990234375,55.935627
58.89601135253906,56.246117
58.992881774902344,56.57154
59.71946334838867,56.89655
60.31767272949219,57.242523
58.922645568847656,57.617947
58.915386199951165,57.92123
60.247440338134766,58.149017
61.95730972290039,58.37445
62.364192962646484,58.67877
62.27458190917969,59.053516
62.30121612548828,59.45956
63.02024841308594,59.86732
63.19271469116211,60.289417
63.693145751953125,60.706436
63.63482666015625,61.12207
64.24456787109375,61.50937
63.80001449584961,61.885166
64.55792999267578,62.20664
64.88343811035156,62.50865
64.6866683959961,62.7963
63.93363189697266,63.047287
63.6469841003418,63.215416
63.59109878540039,63.293663
64.70611572265625,63.29426
64.20083618164062,63.295902
65.06317138671875,63.273895
64.91986846923828,63.284065
64.16925048828125,63.31213
63.02510833740234,63.312717
63.581382751464844,63.22874
64.51420593261719,63.11138
65.7603759765625,63.02428
64.83970642089844,63.035145
65.21866607666016,63.07463
65.77494049072266,63.154762
65.94256591796875,63.28958
66.83891296386719,63.466858
67.98307800292969,63.714222
68.11665344238281,64.06272
67.95389556884766,64.47677
68.02192687988281,64.90795
67.88105010986328,65.32852
68.98876190185547,65.70616
69.05432891845703,66.08725
70.42439270019531,66.4527
70.39766693115234,66.861046
70.81549072265625,67.279
71.33290100097656,67.70448
72.96044921875,68.13917
72.25113677978516,68.644554
72.82686614990234,69.137184
72.48434448242188,69.623184
73.65036010742188,70.05512
75.2147445678711,70.48317
75.38478088378906,70.9687
76.9953384399414,71.48162
75.95561981201172,72.076004
75.63011932373047,72.64102
76.57749938964844,73.13191
77.42530822753906,73.5856
76.90059661865234,74.02909
77.17507934570312,74.41093
77.54676818847656,74.739235
77.3232650756836,75.02726
75.049560546875,75.25567
77.17266082763672,75.300156
78.78807830810547,75.31757
78.67391967773438,75.40103
75.18559265136719,75.52879
74.97909545898438,75.49408
77.4544448852539,75.32387
78.08604431152344,75.19047
78.99942779541016,75.128525
77.92559814453125,75.180595
78.29568481445312,75.26006
77.82331848144531,75.375946
79.67144012451172,75.48306
79.10411834716797,75.67676
79.12358856201172,75.89216
77.67478942871094,76.113235
78.79975128173828,76.24342
77.9913330078125,76.3564
76.22600555419922,76.40245
72.60523986816406,76.29836
70.14593505859375,75.885086
71.25869750976562,75.12202
66.60066223144531,74.194595
66.56168365478516,72.94304
72.75863647460938,71.52176
70.44786834716797,70.393875
73.715576171875,69.442535
71.32445526123047,68.873055
70.37725830078125,68.50098
64.81098175048828,68.24829
69.47876739501953,67.78811
67.06571960449219,67.4354
60.44267654418945,67.046715
67.68419647216797,66.296196
58.97684097290039,65.696236
61.57006072998046,64.77661
60.06282424926758,63.809265
59.60261535644531,62.77781
55.818714141845696,61.73789
54.63288497924805,60.552254
60.11396789550781,59.25833
59.78281021118164,58.2446
62.92875671386719,57.497116
60.323368072509766,57.175045
62.04487228393555,57.065147
61.91825866699219,57.211407
58.66029357910156,57.53146
59.63914489746094,57.785725
58.782039642333984,58.01443
63.91004943847656,58.15658
63.16981887817383,58.496243
64.78661346435547,58.937374
65.2541275024414,59.525528
66.534912109375,60.22057
69.8951416015625,61.02765
69.25717163085938,62.05578
69.80747985839844,63.16323
68.86029815673828,64.297386
67.43097686767578,65.33045
65.34664154052734,66.143234
67.2288818359375,66.62091
66.96832275390625,66.91232
68.90168762207031,67.03245
68.95037078857422,67.127914
67.83273315429688,67.2104
70.06071472167969,67.22537
71.53872680664062,67.31135
70.38700866699219,67.52917
71.38287353515625,67.77687
72.45426177978516,68.087074
73.20179748535156,68.48212
73.95906066894531,68.958694
75.71940612792969,69.51035
76.91088104248047,70.18223
76.03193664550781,70.971436
75.1139144897461,71.75573
75.57535552978516,72.43681
75.12855529785156,73.018524
76.8986587524414,73.46146
76.45431518554688,73.86937
77.94120788574219,74.20373
77.36012268066406,74.5483
77.85821533203125,74.85058
77.33082580566406,75.13283
77.66775512695312,75.35381
77.70195770263672,75.53356
77.62625885009766,75.672104
78.58088684082031,75.76706
78.94468688964844,75.8759
79.3792953491211,76.00945
78.69563293457031,76.17942
80.93696594238281,76.32973
81.4155044555664,76.57917
83.9864501953125,76.91459
86.14723205566406,77.43999
82.01127624511719,78.19916
82.71929168701172,78.86327
83.7423095703125,79.452
85.96166229248047,79.994225
85.84202575683594,80.589165
85.87620544433594,81.18335
85.38545989990234,81.74685
87.61946868896484,82.22559
89.48967742919922,82.734764
87.9100112915039,83.339806
89.07707977294922,83.89632
86.34011077880858,84.450035
88.32995605468751,84.811264
89.06729888916016,85.11531
88.8988265991211,85.39372
88.8988265991211,85.62916
91.27688598632812,85.820145
90.99368286132812,86.09932
93.11293029785158,86.41241
93.51333618164062,86.85425
93.67691040039061,87.387825
93.24476623535156,87.968475
94.787841796875,88.5229
95.4397201538086,89.10697
94.26532745361328,89.71016
94.07487487792969,90.22459
96.05741882324219,90.62942
94.7316665649414,91.03483
94.99778747558595,91.339165
90.673828125,91.56703
90.44920349121094,91.478
92.59288024902342,91.14404
91.07182312011719,90.75957
92.8175048828125,90.27519
93.94061279296875,89.85059
103.7751235961914,89.56104
106.39000701904297,89.948006
107.10050201416014,90.97141
107.48870849609375,92.46694
111.23890686035156,94.2475
108.70980072021484,96.3339
110.28988647460938,98.362206
107.0098648071289,100.30527
110.56628417968751,101.86183
112.52302551269531,103.231575
112.42273712158203,104.47546
112.12923431396484,105.54552
113.06358337402344,106.40855
113.20542907714845,107.11835
115.7174301147461,107.67617
121.68063354492188,108.23013
123.13595581054688,109.083305
122.1257858276367,110.18539
123.78656768798828,111.35346
122.3067855834961,112.59215
122.10865020751955,113.70852
126.24961853027344,114.647934
131.27850341796875,115.622505
128.55859375,116.834305
118.2660903930664,117.985
118.34435272216795,118.44172
110.38037109375,118.369484
114.78307342529298,117.428085
111.03587341308594,116.16017
109.57810974121094,114.49445
112.86544799804689,112.57301
113.04157257080078,110.77226
109.70531463623048,109.18208
107.9540023803711,107.6703
104.52967071533205,106.220535
107.69963836669922,104.70861
109.39221191406249,103.42012
104.80364990234375,102.46233
105.87982940673828,101.55555
109.85204315185547,100.81224
112.47410583496094,100.45214
111.62291717529297,100.54648
113.30570983886719,100.93307
114.2645263671875,101.61538
110.57604217529297,102.52578
113.98081970214844,103.33867
110.7130126953125,104.22208
112.59151458740234,104.904724
112.48389434814453,105.508255
114.44064331054688,106.0027
121.70996093750001,106.50076
118.4813232421875,107.38493
118.56938934326172,108.31726
118.09976196289062,109.251526
116.4463119506836,110.096634
113.47205352783203,110.7241
114.96895599365234,110.97838
114.34280395507812,111.02256
113.24701690673828,110.86338
112.55238342285156,110.50507
112.56216430664062,109.98538
114.07864379882811,109.38048
108.79541015625,108.83704
112.8263168334961,108.073616
106.50602722167969,107.43357
106.41796875,106.55316
108.05184173583984,105.55658
112.46431732177734,104.61742
116.45610809326172,104.02659
116.32379150390625,103.96029
114.00104522705077,104.29044
113.65802001953126,104.7732
117.10785675048827,105.319016
116.83342742919922,106.06244
116.88242340087892,106.879845
117.9016876220703,107.70638
117.00984191894533,108.54354
115.67694854736328,109.28202
116.27477264404297,109.82627
115.00069427490234,110.225266
111.58027648925781,110.41508
112.87397003173827,110.246185
113.7168197631836,109.8987
114.2656478881836,109.481834
116.6766128540039,109.07447
120.27345275878906,108.84209
120.62627410888672,108.96081
120.48907470703125,109.35568
119.81280517578126,109.93007
121.28290557861327,110.56168
121.90036010742188,111.274475
119.3521728515625,112.02821
120.78306579589844,112.61633
119.96961975097655,113.12711
119.3521728515625,113.4923
125.33057403564453,113.69279
125.26195526123045,114.09833
126.13421630859375,114.61695
124.13490295410156,115.249
125.67359924316406,115.81167
129.25082397460938,116.37736
128.34918212890625,117.10301
129.33901977539062,117.84262
133.96495056152344,118.60809
132.18118286132812,119.602
131.0541534423828,120.58957
130.04470825195312,121.45424
126.83007049560547,122.11117
128.398193359375,122.38396
124.07608795166014,122.44486
128.3099822998047,122.087074
129.41741943359375,121.69434
126.40863800048828,121.3485
126.23224639892578,120.895645
128.2805633544922,120.39429
126.34003448486328,120.000565
124.6053237915039,119.594986
125.28157806396484,119.11444
129.39785766601562,118.64604
134.14134216308594,118.44318
136.29750061035156,118.71175
140.07073974609375,119.434685
140.3059539794922,120.66809
139.22789001464844,122.208405
134.35696411132812,123.8162
129.32919311523438,125.08864
131.4657745361328,125.74544
132.29885864257812,126.0213
131.26976013183594,126.02543
134.65097045898438,125.77226
134.2338409423828,125.54722
134.3810577392578,125.329865
133.4976806640625,125.15231
132.88914489746094,124.96781
132.6339569091797,124.75762
132.86949157714844,124.52536
130.7297821044922,124.30183
128.42318725585938,123.9743
127.31405639648438,123.463356
127.47109222412111,122.78597
123.67259216308594,122.033676
123.53517150878905,121.05517
123.0345993041992,119.97287
118.75511169433592,118.84885
119.02014923095705,117.52431
125.42951965332031,116.159744
122.808837890625,115.20898
119.80536651611328,114.46948
117.9110107421875,113.78468
119.17717742919922,113.08039
114.21063995361328,112.4735
118.85327148437499,111.68819
117.76378631591797,111.092224
119.70719146728514,110.59942
118.79438018798828,110.336876
121.69970703125,110.21126
123.25052642822264,110.36773
122.45549011230467,110.80889
118.30361938476562,111.392815
117.7735824584961,111.814674
121.11080169677734,112.062164
120.27649688720703,112.344444
117.87174987792967,112.58011
118.36251068115234,112.63943
118.9710693359375,112.597984
119.14774322509764,112.51587
117.68524932861328,112.420654
119.89370727539062,112.242676
120.72798919677733,112.14511
123.57443237304688,112.156975
123.87871551513672,112.41528
125.53749084472658,112.857056
127.95204925537111,113.50652
130.5432891845703,114.403534
128.8157958984375,115.57102
131.94688415527344,116.76355
129.5912322998047,118.08054
132.0155792236328,119.25817
131.6818389892578,120.39995
132.34930419921875,121.4107
130.65127563476562,122.299416
131.0340576171875,122.94114
129.5028839111328,123.38446
131.8389129638672,123.56058
132.2315216064453,123.66394
131.9076385498047,123.72135
131.11256408691406,123.72657
131.0144500732422,123.650276
129.03173828125,123.51348
130.09173583984375,123.22465
125.4884033203125,122.90387
125.73379516601562,122.31001
127.34349822998047,121.575615
128.02191162109375,120.865036
124.71836853027344,120.25155
123.7941665649414,119.56461
120.70692443847656,118.824005
122.86997222900389,117.91074
125.30828857421875,117.052216
124.14810943603516,116.41691
122.75199127197266,115.92258
122.59466552734375,115.49485
125.1706314086914,115.13682
123.3222122192383,114.99621
124.9641647338867,114.915596
124.76753234863281,114.98584
124.71836853027344,115.14715
123.17475891113281,115.36572
122.51600646972656,115.52524
122.19155883789062,115.595436
122.95845031738281,115.5744
121.46398162841797,115.52997
123.77449798583984,115.38572
123.78433227539062,115.31414
124.61022186279297,115.29787
124.99365234374999,115.377144
123.99080657958984,115.54545
125.2099609375,115.71397
128.28738403320312,115.94363
127.46148681640626,116.374306
127.9629135131836,116.87592
129.57534790039062,117.43384
128.2677001953125,118.08682
130.07679748535156,118.69002
131.72854614257812,119.32422
131.45327758789062,120.02746
131.1681365966797,120.71954
130.8731689453125,121.345856
132.51510620117188,121.86573
134.0390625,122.36501
134.65847778320312,122.89814
134.9632568359375,123.456276
137.6080780029297,124.01592
139.63343811035156,124.69084
142.1405792236328,125.51545
140.8329620361328,126.53802
142.67153930664062,127.56233
142.07174682617188,128.63074
143.19261169433594,129.61702
146.6436004638672,130.54182
145.9849090576172,131.54878
143.9300079345703,132.50244
140.05621337890625,133.24428
143.6940155029297,133.56476
142.95663452148438,133.76355
144.3331298828125,133.79588
146.0635223388672,133.7882
146.48634338378906,133.84529
144.3036346435547,133.96779
142.54371643066406,134.00867
143.19261169433594,133.89273
143.40890502929688,133.70284
143.07460021972656,133.47299
144.88369750976562,133.20703
144.48062133789062,133.03412
144.58877563476562,132.9114
143.8994903564453,132.84354
143.85023498535156,132.77966
143.36776733398438,132.72034
143.623779296875,132.63765
146.60733032226562,132.55682
146.81414794921875,132.64818
148.8031005859375,132.86354
147.88742065429688,133.27397
144.11611938476562,133.74487
144.45091247558594,134.02199
145.91802978515625,134.16472
147.41476440429688,134.27057
147.32614135742188,134.42047
146.08541870117188,134.58714
145.27801513671875,134.69035
146.32176208496094,134.69925
150.77247619628906,134.69666
149.5022735595703,134.93127
150.17184448242188,135.24214
151.29432678222656,135.63998
151.9343719482422,136.13559
154.28775024414062,136.70236
152.73196411132812,137.41507
151.70791625976562,138.09276
146.6861114501953,138.65015
147.2572021484375,138.79807
145.84910583496094,138.67862
146.7451934814453,138.27657
146.50885009765625,137.74709
143.82070922851562,137.14111
140.74853515625,136.37132
141.2310333251953,135.36797
143.61395263671875,134.28973
144.57888793945312,133.3523
144.66754150390625,132.62775
143.1413116455078,132.11641
139.73434448242188,131.71342
140.64022827148438,131.22879
139.3306427001953,130.77101
140.46299743652344,130.27673
137.00680541992188,129.8547
138.94662475585938,129.31342
139.82293701171875,128.84131
141.09315490722656,128.49075
140.70916748046875,128.32741
140.62051391601562,128.29323
139.34046936035156,128.35783
138.7496795654297,128.41989
141.55596923828125,128.44577
142.61941528320312,128.60094
144.30319213867188,128.89351
146.4793243408203,129.36798
146.97164916992188,130.06943
147.1882781982422,130.9194
146.41038513183594,131.8391
146.3611602783203,132.70592
147.03074645996094,133.47508
146.56796264648438,134.15642
150.2309112548828,134.69879
147.50338745117188,135.31268
146.67626953125,135.77382
147.7200164794922,136.0616
149.16748046875,136.26035
148.6455841064453,136.45589
149.17807006835938,136.60368
148.3497314453125,136.74158
148.71461486816406,136.81372
145.86477661132812,136.85565
145.81546020507812,136.70744
147.90602111816406,136.43372
147.91586303710938,136.19615
148.9019775390625,135.99255
151.35739135742188,135.88693
155.67652893066406,135.99654
158.31930541992188,136.49474
158.78277587890625,137.3857
159.16734313964844,138.53212
159.68997192382812,139.81403
154.6312713623047,141.13545
158.0135955810547,142.10764
163.0032958984375,142.9626
162.4806671142578,143.92929
161.4846954345703,144.86998
159.5913543701172,145.68675
163.0230255126953,146.25717
168.8015899658203,146.80505
172.6474151611328,147.60391
172.13461303710938,148.73041
176.95669555664062,149.98946
173.29826354980472,151.53864
171.90782165527344,152.96869
176.80877685546875,154.1571
169.86659240722656,155.3548
168.76214599609375,156.06302
167.39144897460938,156.341
170.58645629882812,156.19975
173.1996307373047,155.93774
173.83073425292966,155.73079
177.82447814941406,155.60721
176.79887390136722,155.77725
176.88766479492188,156.07697
175.7240447998047,156.46584
175.1028289794922,156.82375
